XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.430706,2,0.144992,580372.571429,10,4,0.030706,406260.800000
AK,1,0.192064,0,0.192064,551947.000000,1,0,0.192064,551947.000000
AZ,6,0.394919,1,0.228253,612997.500000,9,4,0.049525,408665.000000
AR,4,0.496355,3,0.253645,590559.750000,6,3,0.003645,393706.500000
CA,52,0.551985,32,0.063400,573831.730769,72,40,0.003571,414434.027778
CO,6,0.417483,2,0.084149,551318.666667,8,3,0.042483,413489.000000
CT,6,0.542075,3,0.042075,549278.166667,8,4,0.042075,411958.625000
DE,1,0.312983,0,0.312983,668696.000000,2,1,0.187017,334348.000000
FL,23,0.455485,8,0.107659,565363.565217,31,14,0.003872,419463.290323
GA,11,0.401141,3,0.128414,591674.454545,16,6,0.026141,406776.187500
HI,2,0.666248,2,0.333752,557637.000000,3,2,0.000418,371758.000000
ID,2,0.299674,0,0.299674,505993.000000,2,0,0.299674,505993.000000
IL,20,0.545151,10,0.045151,573334.100000,27,15,0.010404,424691.925926
IN,10,0.455250,4,0.055250,556422.800000,13,6,0.006288,428017.538462
IA,5,0.425666,1,0.225666,557484.800000,7,3,0.002905,398203.428571
KS,4,0.333525,1,0.083525,621400.000000,6,2,0.000192,414266.666667
KY,6,0.442068,1,0.275401,616494.833333,9,4,0.002377,410996.555556
LA,7,0.399667,2,0.113953,605459.428571,10,4,0.000333,423821.600000
ME,2,0.675043,2,0.324957,616611.500000,3,2,0.008376,411074.333333
MD,8,0.553365,4,0.053365,599827.750000,12,7,0.029968,399885.166667
MA,10,0.744151,10,0.255849,602905.100000,14,10,0.029866,430646.500000
MI,16,0.549266,9,0.013234,583049.000000,22,12,0.003811,424035.636364
MN,8,0.554057,5,0.070943,548378.625000,11,6,0.008603,398820.818182
MS,5,0.514107,3,0.085893,517288.600000,6,3,0.014107,431073.833333
MO,9,0.500065,4,0.055621,570867.111111,12,6,0.000065,428150.333333
MT,1,0.473284,0,0.473284,803655.000000,2,1,0.026716,401827.500000
NE,3,0.267944,0,0.267944,528205.666667,4,1,0.017944,396154.250000
NV,2,0.404598,1,0.095402,603076.000000,3,1,0.071265,402050.666667
NH,2,0.440551,0,0.440551,556957.500000,3,1,0.107218,371305.000000
NJ,13,0.525386,7,0.013076,596048.769231,19,10,0.000930,407822.842105
NM,3,0.522500,1,0.189167,507259.666667,4,2,0.022500,380444.750000
NY,31,0.573146,19,0.039757,582080.806452,43,25,0.008249,419639.651163
NC,12,0.471496,5,0.054829,554802.500000,16,8,0.028504,416101.875000
ND,1,0.542960,1,0.457040,641364.000000,2,1,0.042960,320682.000000
OH,19,0.475878,8,0.054825,573017.105263,26,12,0.014340,418743.269231
OK,6,0.360728,1,0.194062,526267.333333,8,3,0.014272,394700.500000
OR,5,0.565571,4,0.234429,570746.600000,7,4,0.005857,407676.142857
PA,21,0.505398,10,0.029208,567843.333333,29,15,0.011843,411196.896552
RI,2,0.734322,2,0.265678,502992.000000,2,2,0.265678,502992.000000
SC,6,0.444766,2,0.111433,584284.500000,8,4,0.055234,438213.375000
SD,1,0.253135,0,0.253135,699999.000000,2,1,0.246865,349999.500000
TN,9,0.550953,4,0.106508,544071.222222,12,7,0.032381,408053.416667
TX,30,0.489684,17,0.076983,568660.166667,41,20,0.001879,416092.804878
UT,3,0.416705,1,0.083372,575928.000000,4,2,0.083295,431946.000000
VT,1,0.223006,0,0.223006,564964.000000,1,0,0.223006,564964.000000
VA,11,0.493216,4,0.129580,565142.545455,15,7,0.026550,414437.866667
WA,9,0.535475,6,0.131191,543104.555556,12,6,0.035475,407328.416667
WV,3,0.633507,2,0.033160,600541.666667,4,3,0.116493,450406.250000
WI,9,0.475277,5,0.080279,545193.888889,12,6,0.024723,408895.416667
WY,1,0.299468,0,0.299468,455975.000000,1,0,0.299468,455975.000000
