XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.430706,2,0.144992,580372.571429,7,2,0.144992,580372.571429
AK,1,0.192064,0,0.192064,551947.000000,1,0,0.192064,551947.000000
AZ,6,0.394919,1,0.228253,612997.500000,7,2,0.109205,525426.428571
AR,4,0.496355,3,0.253645,590559.750000,4,3,0.253645,590559.750000
CA,52,0.551985,32,0.063400,573831.730769,53,33,0.070657,563004.716981
CO,6,0.417483,2,0.084149,551318.666667,6,2,0.084149,551318.666667
CT,6,0.542075,3,0.042075,549278.166667,6,3,0.042075,549278.166667
DE,1,0.312983,0,0.312983,668696.000000,1,0,0.312983,668696.000000
FL,23,0.455485,8,0.107659,565363.565217,23,8,0.107659,565363.565217
GA,11,0.401141,3,0.128414,591674.454545,12,4,0.067808,542368.250000
HI,2,0.666248,2,0.333752,557637.000000,2,2,0.333752,557637.000000
ID,2,0.299674,0,0.299674,505993.000000,2,0,0.299674,505993.000000
IL,20,0.545151,10,0.045151,573334.100000,21,11,0.021342,546032.476190
IN,10,0.455250,4,0.055250,556422.800000,10,4,0.055250,556422.800000
IA,5,0.425666,1,0.225666,557484.800000,5,1,0.225666,557484.800000
KS,4,0.333525,1,0.083525,621400.000000,4,1,0.083525,621400.000000
KY,6,0.442068,1,0.275401,616494.833333,7,2,0.156354,528424.142857
LA,7,0.399667,2,0.113953,605459.428571,8,3,0.024667,529777.000000
ME,2,0.675043,2,0.324957,616611.500000,2,2,0.324957,616611.500000
MD,8,0.553365,4,0.053365,599827.750000,9,5,0.002190,533180.222222
MA,10,0.744151,10,0.255849,602905.100000,11,10,0.164940,548095.545455
MI,16,0.549266,9,0.013234,583049.000000,17,10,0.038970,548752.000000
MN,8,0.554057,5,0.070943,548378.625000,8,5,0.070943,548378.625000
MS,5,0.514107,3,0.085893,517288.600000,5,3,0.085893,517288.600000
MO,9,0.500065,4,0.055621,570867.111111,9,4,0.055621,570867.111111
MT,1,0.473284,0,0.473284,803655.000000,2,1,0.026716,401827.500000
NE,3,0.267944,0,0.267944,528205.666667,3,0,0.267944,528205.666667
NV,2,0.404598,1,0.095402,603076.000000,2,1,0.095402,603076.000000
NH,2,0.440551,0,0.440551,556957.500000,2,0,0.440551,556957.500000
NJ,13,0.525386,7,0.013076,596048.769231,14,8,0.046043,553473.857143
NM,3,0.522500,1,0.189167,507259.666667,3,1,0.189167,507259.666667
NY,31,0.573146,19,0.039757,582080.806452,32,20,0.051854,563890.781250
NC,12,0.471496,5,0.054829,554802.500000,12,5,0.054829,554802.500000
ND,1,0.542960,1,0.457040,641364.000000,1,1,0.457040,641364.000000
OH,19,0.475878,8,0.054825,573017.105263,19,8,0.054825,573017.105263
OK,6,0.360728,1,0.194062,526267.333333,6,1,0.194062,526267.333333
OR,5,0.565571,4,0.234429,570746.600000,5,4,0.234429,570746.600000
PA,21,0.505398,10,0.029208,567843.333333,21,10,0.029208,567843.333333
RI,2,0.734322,2,0.265678,502992.000000,2,2,0.265678,502992.000000
SC,6,0.444766,2,0.111433,584284.500000,6,2,0.111433,584284.500000
SD,1,0.253135,0,0.253135,699999.000000,1,0,0.253135,699999.000000
TN,9,0.550953,4,0.106508,544071.222222,9,4,0.106508,544071.222222
TX,30,0.489684,17,0.076983,568660.166667,31,18,0.090961,550316.290323
UT,3,0.416705,1,0.083372,575928.000000,3,1,0.083372,575928.000000
VT,1,0.223006,0,0.223006,564964.000000,1,0,0.223006,564964.000000
VA,11,0.493216,4,0.129580,565142.545455,11,4,0.129580,565142.545455
WA,9,0.535475,6,0.131191,543104.555556,9,6,0.131191,543104.555556
WV,3,0.633507,2,0.033160,600541.666667,3,2,0.033160,600541.666667
WI,9,0.475277,5,0.080279,545193.888889,9,5,0.080279,545193.888889
WY,1,0.299468,0,0.299468,455975.000000,1,0,0.299468,455975.000000
